type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1,42438.65,40427.0,0.0,2093585.1,2136023.75,0
1,146758.3,35398.12,0.0,445536.87,592295.18,0
1,164016.16,0.0,0.0,518790.75,682806.91,0
1,159697.05,0.0,0.0,1787814.59,1609066.02,0
0,1238228.67,108113.0,0.0,124969.15,1363197.82,0
1,127346.98,0.0,0.0,853363.8,980710.78,0
1,43411.4,0.0,0.0,432843.01,476254.41,0
0,669291.58,49550.0,0.0,0.0,669291.58,0
0,457647.56,76606.0,0.0,190684.43,648331.99,0
1,78075.31,0.0,0.0,228348.12,629219.78,0
1,56996.11,0.0,0.0,1210352.28,1267348.39,0
1,569343.52,3194.0,0.0,0.0,569343.52,0
1,412568.53,38502.19,0.0,486206.1,898774.63,0
1,17648.89,0.0,0.0,20144.44,37793.34,0
1,61994.75,32490.0,0.0,11676.9,14373.71,0
1,63669.12,0.0,0.0,270493.68,334162.8,0
0,91169.54,0.0,0.0,4616724.75,4707894.28,0
1,378569.69,221925.0,0.0,179294.27,557863.97,0
1,214063.31,0.0,0.0,606592.45,820655.76,0
1,46901.49,34154.0,0.0,1225611.44,1272512.93,0
1,256736.26,19627.0,0.0,302517.31,559253.58,0
1,208647.4,0.0,0.0,321274.08,1092322.16,0
0,3448000.94,0.0,0.0,5374799.37,8822800.3,0
1,48746.8,39708.0,0.0,821654.65,870401.45,0
1,12357.31,0.0,0.0,242889.78,401878.68,0
0,1188765.84,5367.0,0.0,20431.66,1209197.5,0
1,228305.24,0.0,0.0,2543964.74,2772269.97,0
1,64083.54,64083.54,0.0,0.0,64083.54,1
1,510450.01,4158.0,0.0,0.0,510450.01,0
1,268336.81,17229.0,0.0,0.0,268336.81,0
0,167662.39,10760.0,0.0,238814.44,406476.83,0
1,173106.88,0.0,0.0,349705.62,522812.5,0
1,229074.89,0.0,0.0,295624.49,524699.38,0
1,75223.01,6194.0,0.0,384751.09,459974.1,0
1,204983.48,0.0,0.0,486341.78,691325.26,0
1,16462.03,0.0,0.0,42126.24,58588.27,0
1,235152.85,53646.0,0.0,554125.5,789278.35,0
0,94215.64,15647.0,0.0,132158.74,226374.38,0
1,190495.77,70851.0,0.0,278.0,148017.18,0
1,78899.37,203900.0,125000.63,1059503.96,1138403.32,0
1,93836.31,0.0,0.0,697504.47,791340.78,0
0,998460.62,0.0,0.0,2817583.89,3816044.51,0
1,469894.72,361068.0,0.0,40748.62,365435.53,0
1,104654.9,0.0,0.0,108406.57,213061.46,0
1,216439.08,423523.0,207083.92,1180755.23,1397194.31,0
1,407616.7,0.0,0.0,3262107.61,3669724.31,0
1,74447.11,149414.0,74966.89,0.0,74447.11,0
1,202226.38,59839.0,0.0,230974.71,433201.09,0
1,111226.34,0.0,0.0,1013330.28,1124556.62,0
1,165478.57,51338.0,0.0,0.0,165478.57,0
1,174184.44,205783.0,31598.56,0.0,174184.44,0
1,18099.57,0.0,0.0,408274.83,426374.4,0
1,166637.8,0.0,0.0,387036.69,529828.41,0
0,881933.74,316633.0,0.0,0.0,881933.74,0
1,348797.0,0.0,0.0,3878682.21,4227479.21,0
