type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1,384059.54,83272.0,0.0,4944983.65,5329043.2,0
1,33046.54,10285.0,0.0,334221.5,367268.05,0
1,213645.02,0.0,0.0,584819.84,798464.86,0
1,5060.97,0.0,0.0,2335575.77,2340636.73,0
1,259963.23,0.0,0.0,5472173.07,5732136.3,0
1,231317.82,30420.0,0.0,119154.89,350472.71,0
1,215900.49,0.0,0.0,15842148.07,16058048.56,0
1,179981.75,26841.0,0.0,3816781.67,3996763.42,0
1,36043.58,0.0,0.0,0.0,36043.58,0
1,197741.24,0.0,0.0,574828.31,772569.55,0
1,204361.0,257.0,0.0,346950.49,709720.27,0
0,306667.9,187642.0,0.0,587074.66,893742.57,0
1,23777.27,0.0,0.0,430202.69,453979.96,0
1,226126.24,0.0,0.0,6268278.56,6494404.8,0
0,1853031.25,0.0,0.0,9533073.17,11386104.42,0
1,14388.92,10400.0,0.0,3510398.93,3524787.85,0
1,309559.77,5210.0,0.0,389504.84,699064.61,0
1,232456.05,284.0,0.0,0.0,232456.05,0
1,119373.68,0.0,0.0,5163045.31,5282418.99,0
0,2329597.38,0.0,0.0,3045875.54,5375472.92,0
0,127928.34,0.0,0.0,290419.18,418347.52,0
0,408315.98,0.0,0.0,4183033.96,4591349.94,0
1,118851.14,198832.0,79980.86,1189469.79,1308320.94,0
1,88551.43,87165.0,0.0,12487.0,90761.19,0
1,4821.79,99312.0,94490.21,4721875.6,4726697.39,0
1,216634.8,39798.0,0.0,748121.83,964756.63,0
1,210860.66,0.0,0.0,308938.03,519798.69,0
1,131482.26,0.0,0.0,2223272.12,2354754.38,0
0,170307.11,197.13,0.0,543898.74,714205.86,0
1,92213.5,52713.0,0.0,190899.64,283113.15,0
1,185324.53,0.0,0.0,10519611.48,10704936.0,0
0,596371.01,0.0,0.0,703756.59,1300127.61,0
1,252197.77,0.0,0.0,273952.78,526150.54,0
1,126911.93,4484.0,0.0,19925493.44,20052405.38,0
1,138429.53,279.0,0.0,81.65,138511.18,0
1,3755.17,0.0,0.0,1916932.22,3520264.35,0
1,56338.64,5074.0,0.0,0.0,56338.64,0
1,395241.84,0.0,0.0,2141502.92,2536744.76,0
0,2744052.86,0.0,0.0,5091434.39,7835487.26,0
0,69556.33,21001.0,0.0,33738.29,103294.62,0
1,136858.43,101796.0,0.0,1655219.45,1792077.88,0
0,2921856.74,0.0,0.0,6399140.76,9152082.62,0
1,159231.5,7244.62,0.0,225384.95,525693.73,0
1,526917.15,0.0,0.0,3577824.25,4104741.4,0
1,243925.13,0.0,0.0,1078552.73,1322477.86,0
1,25276.45,0.0,0.0,4379801.13,4405077.58,0
1,15794.04,131875.0,116080.96,129768.7,0.0,0
1,26345.76,0.0,0.0,2067050.42,2093396.19,0
1,289973.7,39084.0,0.0,12230.53,302204.23,0
1,75511.64,0.0,0.0,416240.28,556203.56,0
0,283854.22,0.0,0.0,1971726.03,2255580.25,0
0,220515.55,0.0,0.0,491710.93,712226.47,0
1,90915.81,0.0,0.0,474773.19,565689.01,0
0,1204852.34,0.0,0.0,3149292.06,4354144.4,0
1,221539.8,0.0,0.0,1870977.59,2092517.4,0
1,29381.73,41275.0,11893.27,3114693.25,3144074.97,0
1,472111.48,76.0,0.0,1360355.96,1832467.44,0
1,185218.06,367253.0,182034.94,0.0,185218.06,0
1,26417.47,0.0,0.0,496000.0,522417.47,0
1,58500.67,0.0,0.0,143931.88,202432.55,0
1,191145.49,0.0,0.0,6562340.51,6753486.0,0
1,222627.96,46474.0,0.0,127188.91,349816.87,0
1,222083.68,177135.0,0.0,0.0,222083.68,0
1,567723.83,106731.0,0.0,0.0,567723.83,0
1,82217.01,82450.0,232.99,466857.38,549074.39,0
1,487070.77,20938.0,0.0,0.0,487070.77,0
1,46649.27,37023.0,0.0,0.0,46649.27,0
1,194174.5,0.0,0.0,300692.13,494866.63,0
1,29904.47,12306.0,0.0,0.0,29904.47,0
1,268200.61,0.0,0.0,949864.67,1285829.04,0
0,162821.66,0.0,0.0,642131.74,804953.4,0
1,186497.81,30684.0,0.0,42360214.89,42546712.7,0
1,61462.4,0.0,0.0,414337.27,475799.67,0
1,186323.03,52108.0,0.0,1188336.8,1374659.83,0
0,956149.5,29275.0,0.0,31947.83,1082333.34,0
0,9034.09,0.0,0.0,1096531.04,1105565.12,0
1,214695.05,0.0,0.0,15463914.06,15678609.11,0
1,181705.69,131.0,0.0,1123194.67,1236251.14,0
1,135033.8,94664.0,0.0,0.0,135033.8,0
1,58130.61,0.0,0.0,212694.12,270824.74,0
0,1334285.57,0.0,0.0,1503565.54,2837851.12,0
1,221477.43,38573.0,0.0,0.0,221477.43,0
1,26347.16,0.0,0.0,474234.01,500581.18,0
1,200128.28,217467.0,17338.72,0.0,200128.28,0
1,113633.02,11313.0,0.0,0.0,113633.02,0
1,251151.47,0.0,0.0,958275.75,1209427.22,0
1,97759.95,0.0,0.0,396179.17,493939.13,0
1,203515.23,31609.0,0.0,0.0,203515.23,0
0,154343.54,30199.0,0.0,2721006.72,2875350.25,0
1,197487.01,0.0,0.0,450341.16,647828.18,0
0,263254.13,11183.0,0.0,50861.34,314115.47,0
1,140812.84,203660.0,62847.16,0.0,140812.84,0
1,346271.16,81760.0,0.0,830518.25,1176789.4,0
1,185793.47,0.0,0.0,4797431.55,4983225.01,0
1,56469.27,0.0,0.0,7668561.27,7856275.51,0
1,75108.17,339545.0,264436.83,0.0,75108.17,0
1,87650.36,0.0,0.0,702996.76,790647.12,0
1,300887.59,0.0,0.0,4945839.35,5246726.94,0
1,130003.17,0.0,0.0,185555.09,315558.26,0
0,392453.82,1006.0,0.0,698786.14,1091239.96,0
1,228166.0,30953.0,0.0,32718.91,260884.92,0
1,133680.98,12532.0,0.0,0.0,133680.98,0
1,49113.21,0.0,0.0,215913.39,265026.6,0
0,659688.83,50417.0,0.0,606977.6,1266666.42,0
1,322244.85,1128027.9,805783.06,1937990.07,2134697.16,0
0,709459.81,0.0,0.0,12161116.46,12870576.27,0
1,145758.63,26752.0,0.0,0.0,145758.63,0
1,85318.73,184747.0,99428.27,276955.22,362273.95,0
1,98636.19,0.0,0.0,984310.35,1082946.54,0
1,40570.32,0.0,0.0,227955.76,268526.07,0
1,326495.24,36494.0,0.0,180757.9,507253.14,0
1,565636.12,0.0,0.0,1588866.52,2154502.64,0
1,126022.1,45430.0,0.0,168880.11,294902.21,0
0,887787.78,0.0,0.0,1541644.72,2429432.5,0
1,87286.07,12301.0,0.0,0.0,87286.07,0
1,35824.67,27354.0,0.0,169764.47,205589.14,0
1,178741.15,345731.0,166989.85,0.0,178741.15,0
1,115591.97,0.0,0.0,1707833.44,1823425.41,0
1,307496.47,0.0,0.0,2972987.49,3280483.96,0
1,408777.89,82388.0,0.0,817843.07,1226620.96,0
0,282082.38,24365.0,0.0,0.0,282082.38,0
1,384394.12,0.0,0.0,1022351.44,1406745.56,0
1,172488.93,744.0,0.0,209063.18,381552.11,0
1,31285.22,0.0,0.0,2892958.14,2924243.35,0
1,279299.8,0.0,0.0,396730.8,676030.6,0
1,222517.92,561648.3,339130.38,458976.76,681494.68,0
1,82741.3,22960.0,0.0,246266.29,329007.6,0
1,319114.23,0.0,0.0,1586783.62,1905897.84,0
1,202531.06,0.0,0.0,1603052.68,1805583.73,0
1,117381.11,20810.0,0.0,378224.2,495605.3,0
1,39189.11,0.0,0.0,234246.53,273435.64,0
1,5930.06,291019.33,285089.27,122553.0,128483.06,0
1,363874.18,0.0,0.0,1158575.19,1522449.37,0
1,234764.6,560831.0,326066.4,0.0,234764.6,0
1,196194.12,0.0,0.0,2785528.76,2981722.88,0
0,177983.64,15995.0,0.0,74142.58,252126.22,0
1,308957.12,5014.0,0.0,636226.56,945183.68,0
1,104314.75,0.0,0.0,1357476.03,1653596.23,0
0,675980.78,0.0,0.0,893010.36,1568991.13,0
1,76048.81,238188.95,162140.14,30386.0,137210.73,0
1,147931.99,100757.0,0.0,370096.43,518028.43,0
1,18361.57,10766.0,0.0,10750708.88,10769070.46,0
1,287363.05,0.0,0.0,4011071.05,4298434.1,0
1,196806.03,0.0,0.0,268584.25,425010.55,0
1,43395.47,115854.0,72458.53,54786.96,98182.44,0
1,176597.64,0.0,0.0,2421058.07,2841732.25,0
1,93349.63,0.0,0.0,1855675.73,1949025.35,0
1,259360.1,0.0,0.0,1846828.26,2106188.36,0
1,46742.52,0.0,0.0,74135.92,120878.44,0
1,110018.16,126132.64,16114.48,3269261.03,3766360.66,0
1,284861.68,22492.0,0.0,1730761.16,2015622.84,0
0,733076.68,0.0,0.0,1595076.55,2328153.23,0
0,2122766.43,21248.0,0.0,0.0,2122766.43,0
1,68262.82,0.0,0.0,407438.53,475701.35,0
1,155235.84,100655.0,0.0,0.0,155235.84,0
0,224306.53,0.0,0.0,2787528.62,3233896.41,0
0,1024722.97,7144.0,0.0,1929689.72,2954412.69,0
1,19236.88,9594.0,0.0,0.0,19236.88,0
1,154039.32,0.0,0.0,1022060.4,1176099.71,0
1,81035.43,0.0,0.0,1321565.9,1402601.33,0
1,134344.5,21885.0,0.0,2266022.83,2400367.33,0
1,98497.71,0.0,0.0,1739004.7,1837502.41,0
0,2107615.02,229549.88,0.0,4981952.9,7089567.92,0
1,6447.22,1037.0,0.0,204087.87,210535.09,0
0,2006085.31,63069.0,0.0,126159.65,2132244.96,0
1,27289.14,10814.0,0.0,2325891.99,2353181.13,0
1,94932.84,0.0,0.0,350418.58,445351.42,0
1,166136.1,0.0,0.0,266184.79,531232.39,0
1,69086.65,4420.0,0.0,3829900.38,3898987.02,0
1,115257.48,0.0,0.0,129578.25,244835.73,0
1,176073.72,64471.0,0.0,220939.67,397013.38,0
1,158769.31,272908.0,114138.69,0.0,158769.31,0
1,267280.06,725.0,0.0,26504.72,293784.78,0
1,424544.6,0.0,0.0,5530479.38,5955023.98,0
1,55914.67,24441.0,0.0,1578999.69,1634914.36,0
1,303621.68,0.0,0.0,2266034.49,2569656.18,0
1,276081.89,9338.0,0.0,0.0,276081.89,0
1,63990.67,0.0,0.0,3306081.42,3370072.1,0
0,774754.95,0.0,0.0,4359775.49,5134530.44,0
1,284425.11,202842.0,0.0,2174265.63,2458690.75,0
1,116266.37,0.0,0.0,151271.94,267538.31,0
0,303566.19,0.0,0.0,3767530.29,4071096.48,0
1,243112.11,0.0,0.0,2017222.37,2260334.49,0
1,21191.53,24007.0,2815.47,0.0,21191.53,0
1,36661.47,0.0,0.0,1259213.98,1295875.45,0
0,973581.78,554087.51,0.0,1416484.04,2390065.83,0
1,74195.06,103317.7,29122.64,638135.9,712330.96,0
1,15124.12,10325.0,0.0,57917.31,73041.42,0
1,104159.25,20384.0,0.0,954598.66,1058757.91,0
0,721898.86,63315.0,0.0,173333.34,676562.93,0
1,9792.67,5164.0,0.0,0.0,9792.67,0
1,12059.96,0.0,0.0,472739.39,484799.35,0
1,248801.12,0.0,0.0,1488465.42,1737266.54,0
1,116646.68,0.0,0.0,340500.71,204824.17,0
1,165516.69,31439.0,0.0,369531.6,535048.29,0
1,116886.51,0.0,0.0,459797.83,576684.33,0
1,26229.87,0.0,0.0,392271.09,418500.96,0
1,440859.05,1973.0,0.0,5737877.95,6178737.0,0
1,476517.55,0.0,0.0,2073863.32,2550380.86,0
1,151645.5,31082.0,0.0,722879.05,874524.55,0
1,20761.47,63641.0,42879.53,110619.79,131381.26,0
1,290125.4,351294.0,61168.6,51725.73,341851.13,0
1,192957.42,107959.0,0.0,0.0,192957.42,0
1,57333.82,143.0,0.0,73519.93,130853.75,0
1,241605.85,114.0,0.0,489120.39,730726.24,0
1,118328.14,10030.0,0.0,473337.31,591665.45,0
1,223855.98,0.0,0.0,2763093.84,2986949.82,0
1,135656.09,133635.0,0.0,0.0,135656.09,0
0,131709.92,0.0,0.0,1999325.29,2131035.21,0
1,228644.38,2030.0,0.0,1641942.18,2382909.56,0
1,311180.56,10302.0,0.0,0.0,311180.56,0
0,484954.36,0.0,0.0,840290.12,1325244.48,0
0,1594927.06,0.0,0.0,4314360.43,5909287.49,0
1,246889.87,0.0,0.0,10142498.45,10389388.32,0
1,418826.25,0.0,0.0,565864.53,984690.78,0
1,31419.07,77409.0,45989.93,0.0,31419.07,0
1,206945.75,0.0,0.0,2014038.01,2220983.77,0
1,63838.55,61573.0,0.0,136389.08,200227.63,0
0,174086.54,12716.99,0.0,840606.48,1001882.25,0
1,76041.8,11668.0,0.0,154163.24,230205.04,0
0,144316.76,72545.38,0.0,450034.14,594350.9,0
1,370644.86,0.0,0.0,5055431.92,5426076.77,0
1,143894.58,0.0,0.0,660177.72,804072.3,0
1,87848.45,0.0,0.0,89517.31,177365.76,0
1,246236.58,80.0,0.0,0.0,246236.58,0
1,95375.43,0.0,0.0,504735.63,600111.06,0
1,167198.97,0.0,0.0,301163.16,811415.66,0
1,14021.44,1876657.62,1862636.18,566806.66,580828.11,0
1,48746.47,226.0,0.0,0.0,48746.47,0
1,133443.47,76520.0,0.0,440315.44,573758.91,0
1,260638.24,24897.0,0.0,2978386.71,3239024.95,0
1,173983.64,0.0,0.0,222343.04,396326.68,0
1,214101.78,0.0,0.0,407585.9,621687.68,0
1,66051.36,0.0,0.0,392810.14,458861.5,0
1,19055.37,151019.48,131964.1,656215.93,675271.3,0
0,156792.32,0.0,0.0,8710789.2,8867581.52,0
1,146845.26,25305.0,0.0,1529009.96,1675855.21,0
1,28942.83,10044.0,0.0,0.0,28942.83,0
1,194107.87,0.0,0.0,5707688.08,5901795.95,0
0,780138.85,0.0,0.0,1409320.72,2189459.57,0
1,290825.81,0.0,0.0,1994252.47,2285078.28,0
0,132438.82,132438.82,0.0,0.0,0.0,1
1,178107.84,1020371.85,842264.02,286145.89,224761.42,0
0,236790.87,0.0,0.0,292287.09,529077.97,0
1,231456.1,0.0,0.0,505528.66,736984.77,0
1,41954.15,99692.0,57737.85,1342301.78,1659009.54,0
1,107040.5,0.0,0.0,1546044.18,1653084.68,0
1,38873.08,0.0,0.0,1998872.5,2037745.59,0
1,111162.76,0.0,0.0,1660523.52,1771686.28,0
1,523197.33,51718.0,0.0,0.0,523197.33,0
1,253055.03,6398.19,0.0,1491348.32,1744403.35,0
1,130311.03,0.0,0.0,134063.77,264374.81,0
1,346470.2,36249.0,0.0,142365.83,488836.02,0
1,7918.43,651.0,0.0,470988.07,478906.5,0
1,203648.34,20003.0,0.0,0.0,203648.34,0
1,348208.35,0.0,0.0,442287.38,790495.73,0
0,964021.75,100695.0,0.0,1432844.43,2396866.19,0
1,151639.55,3731.0,0.0,174432.75,326072.3,0
1,29422.62,17996.0,0.0,0.0,29422.62,0
1,301691.79,20771.0,0.0,2483054.86,2784746.65,0
1,460635.82,460635.82,0.0,544728.69,1005364.51,1
1,330768.29,0.0,0.0,4524816.54,4855584.83,0
1,254728.42,0.0,0.0,1824161.0,2078889.41,0
1,50749.12,0.0,0.0,138993.2,189742.33,0
1,324309.59,160484.0,0.0,473751.11,798060.7,0
1,47082.66,145874.0,98791.34,4293205.91,4340288.57,0
1,352682.39,0.0,0.0,660429.99,1013112.37,0
1,159895.25,0.0,0.0,1515774.32,1675669.58,0
1,139775.04,0.0,0.0,780015.87,919790.92,0
0,472307.77,10812.0,0.0,220872.53,693180.3,0
1,19416.58,0.0,0.0,525258.21,544674.79,0
1,48583.23,120152.12,71568.9,6727158.44,6775741.67,0
0,93610.96,498533.68,404922.71,396850.11,490461.07,0
0,786904.69,108688.0,0.0,62638.28,849542.98,0
1,118907.27,107115.0,0.0,90823.03,209730.3,0
0,198308.2,107655.0,0.0,0.0,198308.2,0
