type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1,257436.79,1567216.81,1309780.03,1196430.18,1824709.12,0
1,40757.63,219.0,0.0,377151.78,417909.41,0
1,60959.28,221201.9,160242.62,183304.28,244263.56,0
0,1245305.87,0.0,0.0,2109423.78,3354729.65,0
0,21815.07,708473.0,686657.93,0.0,21815.07,0
1,13570.29,0.0,0.0,102587.59,116157.88,0
1,219013.16,61559.0,0.0,0.0,219013.16,0
1,51300.01,92300.0,40999.99,376176.57,427476.57,0
0,457143.14,333380.09,0.0,5842178.06,6299321.2,0
0,267535.61,0.0,0.0,1631300.4,1898836.02,0
1,43465.57,10752.0,0.0,540333.14,583798.71,0
1,219102.28,0.0,0.0,2078741.58,2297843.86,0
0,151830.4,40632.0,0.0,0.0,151830.4,0
0,2820925.21,137162.0,0.0,115158.48,2795244.97,0
1,172329.9,0.0,0.0,4665847.39,4838177.29,0
1,232797.82,0.0,0.0,632251.93,865049.75,0
1,508157.05,51372.0,0.0,489297.53,997454.58,0
1,358534.33,0.0,0.0,769287.1,1127821.43,0
1,324294.74,166791.0,0.0,158194.41,482489.15,0
0,33043.18,50129.0,17085.82,309682.0,342725.18,0
1,388824.19,0.0,0.0,5736740.46,6125564.64,0
1,214380.07,213884.0,0.0,455145.86,669525.93,0
0,84843.6,0.0,0.0,587523.29,672366.88,0
1,311069.61,5541.0,0.0,3387305.09,3698374.7,0
1,398283.61,395609.7,0.0,967090.84,1365374.45,0
1,323015.94,24395.0,0.0,6037669.89,6360685.83,0
1,312015.86,0.0,0.0,475609.27,787625.14,0
1,17932.12,158245.0,140312.88,0.0,17932.12,0
1,201038.94,0.0,0.0,1556850.14,1757889.08,0
1,203483.22,5518.0,0.0,1044790.71,1248273.93,0
1,260036.12,0.0,0.0,1240062.38,1500098.51,0
1,19872.25,74856.0,54983.75,0.0,19872.25,0
1,11892.12,0.0,0.0,56576.68,68468.8,0
1,139473.33,0.0,0.0,2262661.19,2402134.52,0
1,48562.78,708.0,0.0,278982.45,327545.23,0
0,257499.53,0.0,0.0,395316.94,652816.48,0
1,307737.16,35327.0,0.0,0.0,307737.16,0
0,474364.95,0.0,0.0,1671781.54,2146146.5,0
1,277177.24,0.0,0.0,11053872.85,12932851.94,0
1,163406.56,0.0,0.0,1224909.01,2215700.24,0
1,50482.52,0.0,0.0,1267945.19,1318427.71,0
0,158338.61,0.0,0.0,503815.14,1285877.66,0
0,9329.64,0.0,0.0,47749.01,57078.65,0
1,36064.09,0.0,0.0,242980.24,279044.33,0
1,505873.58,0.0,0.0,1087057.99,1592931.57,0
1,257160.69,10545.0,0.0,996830.67,1253991.35,0
1,77085.81,0.0,0.0,95391.46,172477.27,0
1,442565.6,846507.0,403941.4,0.0,442565.6,0
1,505686.6,111507.0,0.0,0.0,505686.6,0
0,1044818.35,10174.0,0.0,0.0,1044818.35,0
1,98896.66,82081.0,0.0,542970.78,641867.44,0
1,326964.92,20239.0,0.0,183176.16,510141.08,0
1,444772.51,0.0,0.0,1769448.07,2372058.85,0
1,71425.64,158143.0,86717.36,0.0,71425.64,0
1,104564.47,0.0,0.0,967330.5,1071894.97,0
1,202593.41,0.0,0.0,388629.13,591222.54,0
1,138139.04,0.0,0.0,249139.09,387278.13,0
0,160013.78,0.0,0.0,2407188.68,2567202.47,0
1,280356.57,420318.0,139961.43,171962.23,452318.8,0
1,118164.12,0.0,0.0,1883708.45,2001872.57,0
1,499366.24,26895.0,0.0,0.0,499366.24,0
1,266003.36,0.0,0.0,317948.26,583951.62,0
1,33599.53,145.0,0.0,0.0,33599.53,0
1,168434.11,0.0,0.0,1815261.25,1983695.37,0
1,83120.05,11591.0,0.0,1119652.35,1202772.4,0
1,448560.73,17535.0,0.0,0.0,462496.98,0
1,184617.1,0.0,0.0,1978510.49,1914662.95,0
1,147205.48,0.0,0.0,229897.18,377102.66,0
1,121542.88,136.0,0.0,108566.26,230109.14,0
0,169753.63,65493.0,0.0,1438300.88,1608054.51,0
1,31952.58,0.0,0.0,94157.55,126110.13,0
1,209793.72,0.0,0.0,16580479.44,16790273.16,0
1,22020.12,0.0,0.0,376894.61,398914.73,0
1,297496.34,103403.0,0.0,0.0,297496.34,0
0,799011.01,0.0,0.0,1359184.65,2158195.67,0
1,366113.54,3912.0,0.0,900016.68,1266130.22,0
1,241657.52,0.0,0.0,504371.16,746028.68,0
1,16958.79,0.0,0.0,5131720.01,5148678.8,0
1,158319.93,0.0,0.0,1010018.92,1168338.85,0
0,195066.73,30533.0,0.0,720399.41,915466.14,0
1,180605.57,0.0,0.0,1640749.9,2025029.08,0
1,270721.65,31234.0,0.0,10532.0,304008.9,0
1,116159.25,24341.23,0.0,0.0,116159.25,0
0,426917.81,0.0,0.0,1030533.45,1457451.26,0
1,99879.73,255624.21,155744.48,968513.83,1068393.56,0
0,234626.7,31005.0,0.0,0.0,234626.7,0
1,394496.44,33013.0,0.0,0.0,394496.44,0
1,88981.51,10696.0,0.0,0.0,88981.51,0
1,134327.54,236587.62,102260.08,681031.51,815359.06,0
1,180818.94,509.0,0.0,113281.58,294100.52,0
1,34127.8,0.0,0.0,97932.19,132060.0,0
0,428619.61,0.0,0.0,8729568.41,9158188.02,0
1,222928.47,378362.0,155433.53,817421.57,1040350.04,0
1,95485.87,23855.0,0.0,0.0,95485.87,0
1,127481.25,55562.16,0.0,1615412.1,1742893.35,0
1,119465.0,0.0,0.0,1165776.27,1285241.28,0
1,6592.15,0.0,0.0,1476102.57,1482694.73,0
1,143730.09,321874.0,178143.91,558485.65,702215.75,0
1,87181.32,177935.0,90753.68,0.0,87181.32,0
1,513868.43,31924.0,0.0,56231.98,570100.4,0
0,363978.51,0.0,0.0,399810.37,763788.89,0
1,150281.91,14735.0,0.0,1175245.69,1325527.6,0
1,52136.96,169.0,0.0,491208.28,543345.24,0
1,396654.71,209421.41,0.0,1427717.96,1824372.67,0
1,116581.39,0.0,0.0,1629243.21,1745824.6,0
0,149264.37,99936.0,0.0,1795770.91,1945035.27,0
1,222368.26,13730.0,0.0,368131.87,590500.13,0
1,172065.4,15020.0,0.0,11266830.52,11438895.92,0
1,28388.4,0.0,0.0,527834.66,556223.06,0
1,238598.59,4502.73,0.0,6089516.5,6328115.1,0
1,23156.92,0.0,0.0,27915.57,51072.49,0
1,32591.28,981.0,0.0,1103094.76,1135686.04,0
1,103481.31,60008.0,0.0,2003533.39,2107014.7,0
1,35937.95,957.0,0.0,30500.94,66438.89,0
1,50740.5,0.0,0.0,99941.0,285506.66,0
1,171705.92,14498.0,0.0,198781.47,370487.39,0
1,294818.68,41518.0,0.0,0.0,294818.68,0
1,241367.75,0.0,0.0,740368.62,981736.38,0
1,22829.18,0.0,0.0,235020.48,257849.66,0
1,87291.69,0.0,0.0,448956.29,292044.76,0
1,222121.15,29928.26,0.0,1016106.27,1238227.41,0
1,33861.34,0.0,0.0,402978.02,436839.36,0
1,701.16,0.0,0.0,172281.6,172982.77,0
1,608387.18,31351.0,0.0,12889148.23,13497535.41,0
1,313707.25,111139.0,0.0,0.0,313707.25,0
1,47128.43,49672.0,2543.57,0.0,47128.43,0
1,111219.42,468474.08,357254.66,1009056.2,1120275.62,0
1,56323.0,0.0,0.0,298449.62,354772.61,0
1,223372.72,0.0,0.0,1143601.39,1366974.1,0
1,134547.12,0.0,0.0,1183382.24,1317929.36,0
1,3844.22,612.0,0.0,209396.0,213240.22,0
0,3903.11,0.0,0.0,2456009.81,3755467.05,0
1,114336.78,91594.0,0.0,896511.97,1010848.74,0
1,5585.78,21095.0,15509.22,61784.92,67370.7,0
1,90383.63,0.0,0.0,449868.27,540251.9,0
1,151002.46,0.0,0.0,2231849.99,2382852.44,0
1,169278.78,0.0,0.0,1538851.76,1708130.54,0
1,238523.16,0.0,0.0,4047450.41,4285973.57,0
1,329314.63,244633.69,0.0,830513.43,1159828.06,0
1,10712.05,0.0,0.0,1225618.47,1236330.53,0
1,368861.66,0.0,0.0,380636.38,749498.04,0
1,464443.27,0.0,0.0,3623683.28,4088126.55,0
1,435032.13,13468.0,0.0,175298.76,610330.89,0
1,190829.7,64230.0,0.0,0.0,190829.7,0
1,140907.33,0.0,0.0,1060666.67,1201574.0,0
1,105821.01,0.0,0.0,117177.37,222998.38,0
0,654721.56,11222.0,0.0,692830.39,1347551.95,0
1,188487.22,31566.94,0.0,727250.14,915737.36,0
1,468034.61,0.0,0.0,10414219.82,10882254.43,0
1,390712.25,13859.62,0.0,1004723.59,1395435.84,0
0,2143597.61,0.0,0.0,4698790.66,6842388.27,0
1,155005.54,144393.0,0.0,50787.06,205792.6,0
1,338885.22,71922.0,0.0,1006794.62,1345679.84,0
1,7289.56,129.0,0.0,860892.92,868182.48,0
1,689848.76,0.0,0.0,1978034.68,3707964.69,0
1,330198.85,923135.0,592936.15,1265555.85,1595754.7,0
1,374159.54,0.0,0.0,473135.61,1196342.86,0
0,411787.11,0.0,0.0,465996.64,877783.76,0
1,76599.09,175457.8,98858.71,145039.99,221639.08,0
1,23325.57,0.0,0.0,57857.72,81183.29,0
1,152995.92,1134.0,0.0,38483.44,191479.36,0
1,458022.14,0.0,0.0,4112161.79,4570183.93,0
0,1084985.12,102253.0,0.0,4460.0,1089445.12,0
1,139832.19,162634.0,22801.81,0.0,139832.19,0
1,120791.85,52040.0,0.0,1505840.44,1626632.29,0
1,41736.93,0.0,0.0,2952075.29,2993812.22,0
1,57250.82,107158.0,49907.18,0.0,57250.82,0
0,124638.16,682.0,0.0,267271.12,391909.28,0
1,144113.96,0.0,0.0,474470.82,618584.78,0
0,1918585.41,0.0,0.0,5772067.92,7690653.33,0
