type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1,199.51,59554.21,59354.7,11994465.07,11994664.58,0
1,33041.54,40508.0,7466.46,0.0,33041.54,0
1,360615.62,0.0,0.0,4407828.49,4768444.11,0
1,90827.54,69796.1,0.0,175210.78,266038.33,0
1,246772.97,0.0,0.0,939754.31,891676.54,0
1,262675.03,62930.0,0.0,0.0,56941.21,0
1,155581.55,0.0,0.0,168229.49,323811.04,0
0,2276105.57,0.0,0.0,4245153.77,6521259.34,0
1,488956.06,924.0,0.0,1478520.09,1967476.14,0
0,384085.36,0.0,0.0,523589.28,907674.64,0
1,132742.1,0.0,0.0,1741704.48,1874446.58,0
0,77281.06,362576.08,285295.02,1230934.26,1308215.32,0
1,101707.75,99025.0,0.0,3844373.61,3946081.36,0
0,266382.22,395.0,0.0,0.0,266382.22,0
1,60760.78,0.0,0.0,200573.44,261334.23,0
1,159354.65,0.0,0.0,9052745.82,9212100.47,0
1,58217.46,0.0,0.0,591468.95,649686.41,0
1,28356.85,0.0,0.0,33557.28,61914.13,0
1,238933.5,16252.0,0.0,307896.96,546830.46,0
1,265190.73,70882.0,0.0,0.0,265190.73,0
1,420113.8,0.0,0.0,10079667.97,10499781.77,0
1,454240.62,51882.0,0.0,1286158.62,1740399.23,0
1,210033.53,0.0,0.0,335346.38,928934.31,0
0,160859.12,0.0,0.0,234810.81,395669.93,0
0,84607.33,0.0,0.0,281217.64,365824.97,0
1,136789.09,307066.0,170276.91,0.0,136789.09,0
0,1206255.73,0.0,0.0,5529210.59,6735466.32,0
1,100558.63,0.0,0.0,552441.95,653000.58,0
1,15978.84,0.0,0.0,20869.22,36848.07,0
1,7569.13,1852.0,0.0,0.0,7569.13,0
1,84114.15,239013.18,154899.03,364503.61,827348.71,0
1,359521.55,0.0,0.0,8815549.6,9175071.15,0
1,133866.97,115119.3,0.0,225424.83,359291.8,0
1,253545.12,36988.0,0.0,594092.45,847637.57,0
1,191769.24,0.0,0.0,455672.5,647441.74,0
0,680057.28,0.0,0.0,18625564.74,19305622.02,0
0,2296858.73,2260.0,0.0,278470.36,2575329.09,0
1,66415.43,0.0,0.0,9529204.44,9595619.87,0
1,347119.58,0.0,0.0,406488.94,753608.52,0
1,185144.21,0.0,0.0,769713.68,954857.89,0
1,353070.12,40076.0,0.0,0.0,353070.12,0
0,357243.88,0.0,0.0,2987816.71,3345060.59,0
1,239714.02,105334.0,0.0,0.0,239714.02,0
1,101119.92,0.0,0.0,1410094.94,1511214.86,0
1,205353.61,0.0,0.0,1749026.65,1954380.26,0
1,128571.56,0.0,0.0,29324272.51,29452844.08,0
0,457527.95,24800.0,0.0,83675.54,541203.49,0
1,248488.06,0.0,0.0,1553885.32,1802373.38,0
1,10071.56,20962.0,10890.44,57359.59,67431.15,0
1,149532.94,111161.0,0.0,0.0,149532.94,0
1,247180.66,0.0,0.0,1349913.07,1769013.92,0
0,231927.56,950.0,0.0,0.0,231927.56,0
1,202554.1,0.0,0.0,549148.22,751702.33,0
0,109294.47,0.0,0.0,2339582.93,2448877.4,0
1,352051.72,0.0,0.0,2252431.35,2604483.07,0
0,1330701.1,0.0,0.0,1455975.59,2786676.68,0
1,50862.81,33233.0,0.0,228818.84,279681.65,0
1,80917.79,5024.0,0.0,0.0,80917.79,0
1,172207.87,388791.21,216583.35,403508.73,575716.6,0
1,142971.3,0.0,0.0,732671.66,875642.97,0
1,38415.33,0.0,0.0,183740.96,222156.29,0
0,252776.39,0.0,0.0,1892340.39,2145116.77,0
1,202253.3,0.0,0.0,262458.65,464711.95,0
1,116328.97,0.0,0.0,1368354.27,1484683.24,0
1,197299.89,59672.0,0.0,129176.08,326475.97,0
1,228790.11,0.0,0.0,381825.07,610615.18,0
1,61667.09,31524.0,0.0,773536.88,835203.97,0
1,80283.45,93133.65,12850.2,2019801.5,2100084.95,0
0,1972606.75,0.0,0.0,24468222.52,26440829.27,0
1,80502.44,0.0,0.0,2169402.53,2249904.97,0
1,193499.16,310068.0,116568.84,0.0,193499.16,0
1,259970.53,0.0,0.0,6991181.61,7251152.14,0
1,236180.58,0.0,0.0,1518269.77,1754450.35,0
0,809428.84,0.0,0.0,1975993.15,2785421.99,0
1,33993.74,0.0,0.0,829380.96,863374.7,0
0,1455566.94,0.0,0.0,3048268.67,4503835.62,0
0,2275608.33,47045.0,0.0,1066807.93,3342416.26,0
1,66914.78,0.0,0.0,73709.62,140624.4,0
1,57243.71,150573.0,93329.29,75321.5,132565.2,0
1,369870.99,0.0,0.0,586696.91,956567.9,0
1,105939.71,4585.0,0.0,3021681.3,3127621.01,0
1,14966.5,21422.0,6455.5,425721.37,440687.87,0
1,51005.06,11948.0,0.0,6534232.53,6585237.6,0
1,247601.35,41634.0,0.0,477109.23,724710.59,0
1,368642.36,2037.0,0.0,0.0,368642.36,0
1,7923.87,0.0,0.0,216798.5,224722.37,0
0,194105.64,484308.72,290203.08,261569.14,455674.79,0
0,204741.31,0.0,0.0,1418378.24,1728920.78,0
1,49252.93,32096.0,0.0,11942.36,61195.29,0
1,182486.9,0.0,0.0,1399190.99,2043835.98,0
0,634345.1,0.0,0.0,1445668.25,2080013.35,0
1,35958.76,0.0,0.0,67233.99,103192.75,0
1,349039.14,0.0,0.0,4670855.89,5019895.03,0
1,240680.04,0.0,0.0,424224.28,664904.32,0
1,426471.65,0.0,0.0,628652.4,1055124.04,0
1,465519.14,128235.19,0.0,664900.62,1130419.77,0
0,893172.28,0.0,0.0,1885496.58,2778668.87,0
1,61866.22,0.0,0.0,237937.86,299804.09,0
1,229588.12,21576.0,0.0,271242.48,500830.6,0
0,187972.85,245.0,0.0,143931.37,331904.22,0
0,175968.26,0.0,0.0,813565.69,989533.96,0
1,16138.41,0.0,0.0,708331.29,724469.7,0
1,114203.1,51336.0,0.0,8349292.91,8463496.01,0
1,202101.1,0.0,0.0,5161329.36,5363430.45,0
1,103334.02,22416.0,0.0,0.0,103334.02,0
1,150451.26,0.0,0.0,3047366.91,3197818.17,0
1,356628.42,0.0,0.0,1192975.13,1549603.55,0
1,83124.7,0.0,0.0,367132.3,450257.0,0
1,186177.65,0.0,0.0,2103305.71,2289483.36,0
1,104655.52,0.0,0.0,431075.53,535731.04,0
1,205300.35,13892.0,0.0,366551.2,571851.55,0
1,502860.79,0.0,0.0,6345645.88,6848506.67,0
1,123547.61,12524.0,0.0,8192.0,131739.61,0
0,576385.66,0.0,0.0,3509726.54,4086112.2,0
1,81693.95,7510.0,0.0,2370401.84,2452095.79,0
1,326540.72,0.0,0.0,664175.05,990715.76,0
1,210804.89,0.0,0.0,2843393.5,3054198.39,0
1,47948.23,2050.0,0.0,0.0,47948.23,0
1,404400.97,724.0,0.0,28926889.9,29331290.87,0
1,189030.67,0.0,0.0,241443.41,430474.08,0
1,154922.92,0.0,0.0,444737.18,599660.1,0
1,19013.6,0.0,0.0,729531.32,574102.25,0
0,438973.4,109276.04,0.0,1459361.94,1898335.33,0
1,355916.27,12757.25,0.0,456029.38,674480.87,0
1,48869.98,25556.0,0.0,857714.9,906584.88,0
0,217461.38,0.0,0.0,368828.74,586290.12,0
1,193758.91,0.0,0.0,1156405.21,1350164.12,0
0,210308.84,0.0,0.0,312618.39,522927.23,0
1,108790.44,101963.73,0.0,65.0,445598.35,0
1,118884.93,3702.0,0.0,0.0,118884.93,0
0,71131.4,0.0,0.0,4474294.21,4545425.61,0
1,206099.39,0.0,0.0,2772732.95,2978832.33,0
1,33460.19,10781.0,0.0,2195118.87,2228579.06,0
1,310252.46,43464.0,0.0,16595.27,326847.73,0
1,228606.45,0.0,0.0,1302455.86,1531062.31,0
1,285073.86,0.0,0.0,1011311.21,1296385.07,0
1,75185.27,41013.0,0.0,24164.66,99349.93,0
1,314941.87,6019.0,0.0,304183.47,619125.34,0
1,41867.68,0.0,0.0,2461526.06,2503393.74,0
1,134965.52,0.0,0.0,2965007.74,3099973.26,0
1,311750.23,208.0,0.0,12268.0,324018.23,0
1,264703.37,0.0,0.0,768670.51,1033373.89,0
