type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1,108308.76,2015.0,0.0,0.0,108308.76,0
1,619814.54,30771.0,0.0,678349.55,1298164.09,0
1,9537.0,0.0,0.0,1062917.37,1072454.37,0
1,162886.93,335.0,0.0,0.0,162886.93,0
1,151036.83,9595.45,0.0,2927298.38,3078335.21,0
1,239668.02,209946.0,0.0,0.0,239668.02,0
1,244538.97,0.0,0.0,1595545.09,1840084.06,0
1,219219.0,48107.0,0.0,91674.46,310893.45,0
1,318419.77,0.0,0.0,436820.13,755239.89,0
1,31771.45,0.0,0.0,2251459.17,2283230.62,0
1,232592.04,31442.0,0.0,0.0,232592.04,0
1,60174.31,0.0,0.0,2928629.07,2988803.38,0
1,139177.51,0.0,0.0,334051.02,473228.53,0
1,217898.95,48368.0,0.0,2153900.82,2371799.77,0
1,7107.33,0.0,0.0,288129.6,295236.93,0
1,31219.84,0.0,0.0,1106705.5,1137925.34,0
0,467000.11,36899.6,0.0,711800.05,1178800.16,0
0,22583.23,47020.0,24436.77,74374.1,96957.34,0
1,109298.36,49108.0,0.0,1007384.44,1116682.81,0
1,302914.04,49526.0,0.0,466073.25,768987.29,0
1,142899.55,0.0,0.0,358670.48,501570.03,0
0,305061.8,10466.0,0.0,0.0,305061.8,0
1,136736.45,23075.0,0.0,241696.77,378433.22,0
1,163386.69,0.0,0.0,15229615.91,15393002.6,0
0,1362714.81,0.0,0.0,2674875.92,4037590.73,0
1,501380.7,0.0,0.0,808499.29,1309879.99,0
1,42641.12,0.0,0.0,1133332.02,1175973.14,0
1,104946.16,0.0,0.0,53624132.19,53729078.35,0
1,295608.12,0.0,0.0,373521.63,1491984.02,0
0,9405.89,0.0,0.0,6964343.77,6973749.66,0
1,94319.64,6066.0,0.0,0.0,94319.64,0
1,84824.88,0.0,0.0,97257.27,182082.15,0
1,171102.77,10504.0,0.0,0.0,171102.77,0
1,183112.75,0.0,0.0,1668724.79,1851837.53,0
0,1069193.35,253595.1,0.0,1881950.6,2951143.96,0
0,437446.09,0.0,0.0,820198.84,1257644.93,0
1,108639.38,0.0,0.0,233529.98,496344.91,0
1,201072.64,32097.0,0.0,1772525.01,1973597.66,0
1,184298.8,19827.0,0.0,116714.05,301012.85,0
1,455555.17,0.0,0.0,868248.34,1323803.51,0
1,95999.74,0.0,0.0,691236.99,787236.73,0
1,160845.23,0.0,0.0,2654107.17,2814952.41,0
1,315708.24,61888.0,0.0,452367.87,768076.11,0
1,148475.81,532963.0,384487.19,23670.49,172146.29,0
1,149112.6,972.0,0.0,158016.68,307129.28,0
1,124659.08,40879.0,0.0,883884.5,1008543.58,0
0,626612.1,0.0,0.0,3418529.21,4045141.31,0
1,23956.87,0.0,0.0,48508.87,72465.75,0
1,186559.3,0.0,0.0,339565.02,526124.32,0
1,76197.16,186186.0,109988.84,575180.83,651377.99,0
1,381.86,1658.0,1276.14,1370261.8,1370643.66,0
0,249736.58,0.0,0.0,4494759.89,4744496.47,0
1,78327.18,73254.0,0.0,1407117.39,1485444.57,0
1,195490.26,0.0,0.0,1282212.79,1477703.05,0
1,570118.14,33595.0,0.0,670970.18,1241088.33,0
1,768239.02,1055.0,0.0,256241.66,1024480.68,0
1,231886.28,2825.0,0.0,0.0,231886.28,0
0,2125698.3,541028.82,0.0,6957775.41,9083473.7,0
1,289006.86,10136.0,0.0,0.0,289006.86,0
1,49433.98,67784.0,18350.02,0.0,49433.98,0
1,246358.37,63495.0,0.0,0.0,61524.56,0
1,166042.94,0.0,0.0,1040989.64,1207032.58,0
1,143092.59,0.0,0.0,3735734.89,3878827.48,0
0,373258.41,105817.0,0.0,1269603.24,1642861.65,0
1,235001.89,0.0,0.0,1822695.74,2050473.02,0
0,635168.23,30011.0,0.0,672340.54,1307508.78,0
1,335026.69,5046.0,0.0,0.0,335026.69,0
1,82484.01,9140.99,0.0,295769.96,378253.98,0
1,430183.65,315.0,0.0,465237.54,895421.19,0
1,316385.53,0.0,0.0,577965.94,894351.47,0
0,94195.19,106251.0,12055.81,132395.8,226590.99,0
0,513888.22,298.0,0.0,3022236.04,3536124.27,0
1,789078.25,0.0,0.0,1053165.05,1842243.3,0
1,13742.5,5917.0,0.0,0.0,13742.5,0
1,235517.01,167371.0,0.0,1005302.76,1240819.77,0
1,216085.51,15368.0,0.0,223495.86,439581.37,0
1,14553.02,602.0,0.0,181547.55,196100.57,0
1,225820.46,51359.71,0.0,0.0,225820.46,0
1,255099.56,8007.0,0.0,0.0,255099.56,0
1,2226.68,0.0,0.0,3948263.22,3950489.9,0
0,362208.03,7435.74,0.0,411108.32,773316.35,0
1,514509.79,20764.0,0.0,0.0,821095.41,0
1,204197.04,58208.0,0.0,0.0,204197.04,0
1,33862.29,155990.0,122127.71,352024.09,385886.38,0
0,130428.28,0.0,0.0,1706809.86,1837238.14,0
1,133970.14,10827.0,0.0,0.0,133970.14,0
1,147392.35,0.0,0.0,639664.53,787056.88,0
1,161796.13,351619.18,189823.05,1303017.87,1464814.0,0
0,245076.27,1816.0,0.0,1330292.43,1575368.69,0
